ruta,Origen,origen_localidad,origen_pais,origen_provincia,origen_continente,origen_lat,origen_lon,Destino,destino_localidad,destino_pais,destino_provincia,destino_continente,destino_lat,destino_lon
Ezeiza (Argentina) - Asunción (Paraguay),Ezeiza (Argentina),Ezeiza,Argentina,Buenos Aires,América del Sur,-34.8168141,-58.5474234,Asunción (Paraguay),Asunción,Paraguay,,América del Sur,-25.2800459,-57.6343814
Ezeiza (Argentina) - Montevideo (Uruguay),Ezeiza (Argentina),Ezeiza,Argentina,Buenos Aires,América del Sur,-34.8168141,-58.5474234,Montevideo (Uruguay),Montevideo,Uruguay,,América del Sur,-34.9058916,-56.1913095
Ezeiza (Argentina) - Londres (Reino Unido de Gran Bretaña e Irlanda del Norte),Ezeiza (Argentina),Ezeiza,Argentina,Buenos Aires,América del Sur,-34.8168141,-58.5474234,Londres (Reino Unido de Gran Bretaña e Irlanda del Norte),Londres,Reino Unido de Gran Bretaña e Irlanda del Norte,,Europa,51.5074456,-0.1277653
Rosario (Argentina) - Panamá (Panamá),Rosario (Argentina),Rosario,Argentina,Santa Fe,América del Sur,-32.9593609,-60.6617024,Panamá (Panamá),Panamá,Panamá,,América Central y Caribe,8.559559,-81.1308434
Córdoba (Argentina) - Panamá (Panamá),Córdoba (Argentina),Córdoba,Argentina,Córdoba,América del Sur,-31.4166867,-64.1834193,Panamá (Panamá),Panamá,Panamá,,América Central y Caribe,8.559559,-81.1308434
Ezeiza (Argentina) - Panamá (Panamá),Ezeiza (Argentina),Ezeiza,Argentina,Buenos Aires,América del Sur,-34.8168141,-58.5474234,Panamá (Panamá),Panamá,Panamá,,América Central y Caribe,8.559559,-81.1308434
Ezeiza (Argentina) - Cayo Coco (Cuba),Ezeiza (Argentina),Ezeiza,Argentina,Buenos Aires,América del Sur,-34.8168141,-58.5474234,Cayo Coco (Cuba),Cayo Coco,Cuba,,América Central y Caribe,22.4718562,-78.4486874
Ezeiza (Argentina) - Atlanta (Estados Unidos),Ezeiza (Argentina),Ezeiza,Argentina,Buenos Aires,América del Sur,-34.8168141,-58.5474234,Atlanta (Estados Unidos),Atlanta,Estados Unidos,,América del Norte,33.7489924,-84.3902644
Córdoba (Argentina) - Río de Janeiro (Brasil),Córdoba (Argentina),Córdoba,Argentina,Córdoba,América del Sur,-31.4166867,-64.1834193,Río de Janeiro (Brasil),Río de Janeiro,Brasil,,América del Sur,-22.9110137,-43.2093727
Ezeiza (Argentina) - Florianópolis (Brasil),Ezeiza (Argentina),Ezeiza,Argentina,Buenos Aires,América del Sur,-34.8168141,-58.5474234,Florianópolis (Brasil),Florianópolis,Brasil,,América del Sur,-27.5973002,-48.5496098
Mendoza (Argentina) - São Paulo (Brasil),Mendoza (Argentina),Mendoza,Argentina,Mendoza,América del Sur,-34.787093,-68.4381868,São Paulo (Brasil),São Paulo,Brasil,,América del Sur,-23.5506507,-46.6333824
Rosario (Argentina) - São Paulo (Brasil),Rosario (Argentina),Rosario,Argentina,Santa Fe,América del Sur,-32.9593609,-60.6617024,São Paulo (Brasil),São Paulo,Brasil,,América del Sur,-23.5506507,-46.6333824
Córdoba (Argentina) - São Paulo (Brasil),Córdoba (Argentina),Córdoba,Argentina,Córdoba,América del Sur,-31.4166867,-64.1834193,São Paulo (Brasil),São Paulo,Brasil,,América del Sur,-23.5506507,-46.6333824
Ezeiza (Argentina) - Brasilia (Brasil),Ezeiza (Argentina),Ezeiza,Argentina,Buenos Aires,América del Sur,-34.8168141,-58.5474234,Brasilia (Brasil),Brasilia,Brasil,,América del Sur,-10.3333333,-53.2
Ezeiza (Argentina) - Recife (Brasil),Ezeiza (Argentina),Ezeiza,Argentina,Buenos Aires,América del Sur,-34.8168141,-58.5474234,Recife (Brasil),Recife,Brasil,,América del Sur,-8.0584933,-34.8848193
Córdoba (Argentina) - Santiago (Chile),Córdoba (Argentina),Córdoba,Argentina,Córdoba,América del Sur,-31.4166867,-64.1834193,Santiago (Chile),Santiago,Chile,,América del Sur,-33.4377756,-70.6504502
Mendoza (Argentina) - Santiago (Chile),Mendoza (Argentina),Mendoza,Argentina,Mendoza,América del Sur,-34.787093,-68.4381868,Santiago (Chile),Santiago,Chile,,América del Sur,-33.4377756,-70.6504502
Rosario (Argentina) - Lima (Perú),Rosario (Argentina),Rosario,Argentina,Santa Fe,América del Sur,-32.9593609,-60.6617024,Lima (Perú),Lima,Perú,,América del Sur,-12.0621065,-77.0365256
Córdoba (Argentina) - Lima (Perú),Córdoba (Argentina),Córdoba,Argentina,Córdoba,América del Sur,-31.4166867,-64.1834193,Lima (Perú),Lima,Perú,,América del Sur,-12.0621065,-77.0365256
Ezeiza (Argentina) - Houston (Estados Unidos),Ezeiza (Argentina),Ezeiza,Argentina,Buenos Aires,América del Sur,-34.8168141,-58.5474234,Houston (Estados Unidos),Houston,Estados Unidos,,América del Norte,29.7589382,-95.3676974
Ciudad de Buenos Aires (Argentina) - Sunchales (Argentina),Ciudad de Buenos Aires (Argentina),Ciudad de Buenos Aires,Argentina,Ciudad Autónoma de Buenos Aires,América del Sur,-34.6083696,-58.4440583,Sunchales (Argentina),Sunchales,Argentina,Santa Fe,América del Sur,-30.9450891,-61.5608072
Resistencia (Argentina) - San Miguel de Tucumán (Argentina),Resistencia (Argentina),Resistencia,Argentina,Chaco,América del Sur,-27.6048829,-59.1932003,San Miguel de Tucumán (Argentina),San Miguel de Tucumán,Argentina,Tucumán,América del Sur,-26.8303703,-65.2038133
Mendoza (Argentina) - San Juan (Argentina),Mendoza (Argentina),Mendoza,Argentina,Mendoza,América del Sur,-34.787093,-68.4381868,San Juan (Argentina),San Juan,Argentina,San Juan,América del Sur,-30.7054363,-69.1988222
Ciudad de Buenos Aires (Argentina) - Puerto Madryn (Argentina),Ciudad de Buenos Aires (Argentina),Ciudad de Buenos Aires,Argentina,Ciudad Autónoma de Buenos Aires,América del Sur,-34.6083696,-58.4440583,Puerto Madryn (Argentina),Puerto Madryn,Argentina,Chubut,América del Sur,-42.7673414,-65.0365942
Ciudad de Buenos Aires (Argentina) - Rosario (Argentina),Ciudad de Buenos Aires (Argentina),Ciudad de Buenos Aires,Argentina,Ciudad Autónoma de Buenos Aires,América del Sur,-34.6083696,-58.4440583,Rosario (Argentina),Rosario,Argentina,Santa Fe,América del Sur,-32.9593609,-60.6617024
Rosario (Argentina) - Salta (Argentina),Rosario (Argentina),Rosario,Argentina,Santa Fe,América del Sur,-32.9593609,-60.6617024,Salta (Argentina),Salta,Argentina,Salta,América del Sur,-25.1076701,-64.3494964
Ciudad de Buenos Aires (Argentina) - Santa Fe (Argentina),Ciudad de Buenos Aires (Argentina),Ciudad de Buenos Aires,Argentina,Ciudad Autónoma de Buenos Aires,América del Sur,-34.6083696,-58.4440583,Santa Fe (Argentina),Santa Fe,Argentina,Santa Fe,América del Sur,-30.3154739,-61.1645076
Ciudad de Buenos Aires (Argentina) - San Fernando del Valle de Catamarca (Argentina),Ciudad de Buenos Aires (Argentina),Ciudad de Buenos Aires,Argentina,Ciudad Autónoma de Buenos Aires,América del Sur,-34.6083696,-58.4440583,San Fernando del Valle de Catamarca (Argentina),San Fernando del Valle de Catamarca,Argentina,Catamarca,América del Sur,-28.4688806,-65.7790642
Ciudad de Buenos Aires (Argentina) - San Luis (Argentina),Ciudad de Buenos Aires (Argentina),Ciudad de Buenos Aires,Argentina,Ciudad Autónoma de Buenos Aires,América del Sur,-34.6083696,-58.4440583,San Luis (Argentina),San Luis,Argentina,San Luis,América del Sur,-33.2762202,-65.9515546
Ciudad de Buenos Aires (Argentina) - Corrientes (Argentina),Ciudad de Buenos Aires (Argentina),Ciudad de Buenos Aires,Argentina,Ciudad Autónoma de Buenos Aires,América del Sur,-34.6083696,-58.4440583,Corrientes (Argentina),Corrientes,Argentina,Corrientes,América del Sur,-28.9956512,-57.812458
Córdoba (Argentina) - Resistencia (Argentina),Córdoba (Argentina),Córdoba,Argentina,Córdoba,América del Sur,-31.4166867,-64.1834193,Resistencia (Argentina),Resistencia,Argentina,Chaco,América del Sur,-27.6048829,-59.1932003
Ezeiza (Argentina) - Resistencia (Argentina),Ezeiza (Argentina),Ezeiza,Argentina,Buenos Aires,América del Sur,-34.8168141,-58.5474234,Resistencia (Argentina),Resistencia,Argentina,Chaco,América del Sur,-27.6048829,-59.1932003
Mendoza (Argentina) - Salta (Argentina),Mendoza (Argentina),Mendoza,Argentina,Mendoza,América del Sur,-34.787093,-68.4381868,Salta (Argentina),Salta,Argentina,Salta,América del Sur,-25.1076701,-64.3494964
La Rioja (Argentina) - San Fernando del Valle de Catamarca (Argentina),La Rioja (Argentina),La Rioja,Argentina,La Rioja,América del Sur,-29.9729781,-67.0487944,San Fernando del Valle de Catamarca (Argentina),San Fernando del Valle de Catamarca,Argentina,Catamarca,América del Sur,-28.4688806,-65.7790642
Mar del Plata (Argentina) - San Miguel de Tucumán (Argentina),Mar del Plata (Argentina),Mar del Plata,Argentina,Buenos Aires,América del Sur,-37.9976168,-57.5482079,San Miguel de Tucumán (Argentina),San Miguel de Tucumán,Argentina,Tucumán,América del Sur,-26.8303703,-65.2038133
Ezeiza (Argentina) - San Juan (Argentina),Ezeiza (Argentina),Ezeiza,Argentina,Buenos Aires,América del Sur,-34.8168141,-58.5474234,San Juan (Argentina),San Juan,Argentina,San Juan,América del Sur,-30.7054363,-69.1988222
Puerto Iguazú (Argentina) - Salta (Argentina),Puerto Iguazú (Argentina),Puerto Iguazú,Argentina,Misiones,América del Sur,-25.6107508,-54.5764199,Salta (Argentina),Salta,Argentina,Salta,América del Sur,-25.1076701,-64.3494964
Comodoro Rivadavia (Argentina) - Río Gallegos (Argentina),Comodoro Rivadavia (Argentina),Comodoro Rivadavia,Argentina,Chubut,América del Sur,-45.8632024,-67.4752615,Río Gallegos (Argentina),Río Gallegos,Argentina,Santa Cruz,América del Sur,-51.6268852,-69.105804
Ezeiza (Argentina) - Porlamar (Venezuela),Ezeiza (Argentina),Ezeiza,Argentina,Buenos Aires,América del Sur,-34.8168141,-58.5474234,Porlamar (Venezuela),Porlamar,Venezuela,,América del Sur,10.9635839,-63.8464509
Ezeiza (Argentina) - Punta Cana (República Dominicana),Ezeiza (Argentina),Ezeiza,Argentina,Buenos Aires,América del Sur,-34.8168141,-58.5474234,Punta Cana (República Dominicana),Punta Cana,República Dominicana,,América Central y Caribe,18.556551,-68.3691611
Córdoba (Argentina) - Asunción (Paraguay),Córdoba (Argentina),Córdoba,Argentina,Córdoba,América del Sur,-31.4166867,-64.1834193,Asunción (Paraguay),Asunción,Paraguay,,América del Sur,-25.2800459,-57.6343814
Ezeiza (Argentina) - Caracas (Venezuela),Ezeiza (Argentina),Ezeiza,Argentina,Buenos Aires,América del Sur,-34.8168141,-58.5474234,Caracas (Venezuela),Caracas,Venezuela,,América del Sur,10.5060934,-66.9146008
Ezeiza (Argentina) - Amsterdam (Países Bajos),Ezeiza (Argentina),Ezeiza,Argentina,Buenos Aires,América del Sur,-34.8168141,-58.5474234,Amsterdam (Países Bajos),Amsterdam,Países Bajos,,Europa,52.3730796,4.8924534
Salta (Argentina) - Lima (Perú),Salta (Argentina),Salta,Argentina,Salta,América del Sur,-25.1076701,-64.3494964,Lima (Perú),Lima,Perú,,América del Sur,-12.0621065,-77.0365256
Ezeiza (Argentina) - Frankfurt am Main (Alemania),Ezeiza (Argentina),Ezeiza,Argentina,Buenos Aires,América del Sur,-34.8168141,-58.5474234,Frankfurt am Main (Alemania),Frankfurt am Main,Alemania,,Europa,50.1106444,8.6820917
San Miguel de Tucumán (Argentina) - San Salvador de Jujuy (Argentina),San Miguel de Tucumán (Argentina),San Miguel de Tucumán,Argentina,Tucumán,América del Sur,-26.8303703,-65.2038133,San Salvador de Jujuy (Argentina),San Salvador de Jujuy,Argentina,Jujuy,América del Sur,-24.1852569,-65.2994789
Ezeiza (Argentina) - Dallas (Estados Unidos),Ezeiza (Argentina),Ezeiza,Argentina,Buenos Aires,América del Sur,-34.8168141,-58.5474234,Dallas (Estados Unidos),Dallas,Estados Unidos,,América del Norte,32.7762719,-96.7968559
Salta (Argentina) - Santa Cruz de la Sierra (Bolivia),Salta (Argentina),Salta,Argentina,Salta,América del Sur,-25.1076701,-64.3494964,Santa Cruz de la Sierra (Bolivia),Santa Cruz de la Sierra,Bolivia,,América del Sur,-17.7834217,-63.1820853
Ezeiza (Argentina) - Munich (Alemania),Ezeiza (Argentina),Ezeiza,Argentina,Buenos Aires,América del Sur,-34.8168141,-58.5474234,Munich (Alemania),Munich,Alemania,,Europa,48.1371079,11.5753822
Ushuaia (Argentina) - Punta Arenas (Chile),Ushuaia (Argentina),Ushuaia,Argentina,"Tierra del Fuego, Antártida e Islas del Atlántico Sur",América del Sur,-54.807306,-68.3084133,Punta Arenas (Chile),Punta Arenas,Chile,,América del Sur,-53.1625688,-70.907822
Mar del Plata (Argentina) - Neuquén (Argentina),Mar del Plata (Argentina),Mar del Plata,Argentina,Buenos Aires,América del Sur,-37.9976168,-57.5482079,Neuquén (Argentina),Neuquén,Argentina,Neuquén,América del Sur,-38.3695057,-69.832275
Neuquén (Argentina) - San Carlos de Bariloche (Argentina),Neuquén (Argentina),Neuquén,Argentina,Neuquén,América del Sur,-38.3695057,-69.832275,San Carlos de Bariloche (Argentina),San Carlos de Bariloche,Argentina,Río Negro,América del Sur,-41.1334781,-71.3101474
Mendoza (Argentina) - San Carlos de Bariloche (Argentina),Mendoza (Argentina),Mendoza,Argentina,Mendoza,América del Sur,-34.787093,-68.4381868,San Carlos de Bariloche (Argentina),San Carlos de Bariloche,Argentina,Río Negro,América del Sur,-41.1334781,-71.3101474
Comodoro Rivadavia (Argentina) - Puerto Madryn (Argentina),Comodoro Rivadavia (Argentina),Comodoro Rivadavia,Argentina,Chubut,América del Sur,-45.8632024,-67.4752615,Puerto Madryn (Argentina),Puerto Madryn,Argentina,Chubut,América del Sur,-42.7673414,-65.0365942
Comodoro Rivadavia (Argentina) - San Carlos de Bariloche (Argentina),Comodoro Rivadavia (Argentina),Comodoro Rivadavia,Argentina,Chubut,América del Sur,-45.8632024,-67.4752615,San Carlos de Bariloche (Argentina),San Carlos de Bariloche,Argentina,Río Negro,América del Sur,-41.1334781,-71.3101474
Mar del Plata (Argentina) - Puerto Madryn (Argentina),Mar del Plata (Argentina),Mar del Plata,Argentina,Buenos Aires,América del Sur,-37.9976168,-57.5482079,Puerto Madryn (Argentina),Puerto Madryn,Argentina,Chubut,América del Sur,-42.7673414,-65.0365942
Río Gallegos (Argentina) - Ushuaia (Argentina),Río Gallegos (Argentina),Río Gallegos,Argentina,Santa Cruz,América del Sur,-51.6268852,-69.105804,Ushuaia (Argentina),Ushuaia,Argentina,"Tierra del Fuego, Antártida e Islas del Atlántico Sur",América del Sur,-54.807306,-68.3084133
Ezeiza (Argentina) - San Miguel de Tucumán (Argentina),Ezeiza (Argentina),Ezeiza,Argentina,Buenos Aires,América del Sur,-34.8168141,-58.5474234,San Miguel de Tucumán (Argentina),San Miguel de Tucumán,Argentina,Tucumán,América del Sur,-26.8303703,-65.2038133
Córdoba (Argentina) - Porto Seguro (Brasil),Córdoba (Argentina),Córdoba,Argentina,Córdoba,América del Sur,-31.4166867,-64.1834193,Porto Seguro (Brasil),Porto Seguro,Brasil,,América del Sur,-16.443473,-39.064251
Mar del Plata (Argentina) - San Carlos de Bariloche (Argentina),Mar del Plata (Argentina),Mar del Plata,Argentina,Buenos Aires,América del Sur,-37.9976168,-57.5482079,San Carlos de Bariloche (Argentina),San Carlos de Bariloche,Argentina,Río Negro,América del Sur,-41.1334781,-71.3101474
Comodoro Rivadavia (Argentina) - El Calafate (Argentina),Comodoro Rivadavia (Argentina),Comodoro Rivadavia,Argentina,Chubut,América del Sur,-45.8632024,-67.4752615,El Calafate (Argentina),El Calafate,Argentina,Santa Cruz,América del Sur,-50.3387375,-72.2737216
El Calafate (Argentina) - Río Gallegos (Argentina),El Calafate (Argentina),El Calafate,Argentina,Santa Cruz,América del Sur,-50.3387375,-72.2737216,Río Gallegos (Argentina),Río Gallegos,Argentina,Santa Cruz,América del Sur,-51.6268852,-69.105804
Río Grande (Argentina) - Ushuaia (Argentina),Río Grande (Argentina),Río Grande,Argentina,"Tierra del Fuego, Antártida e Islas del Atlántico Sur",América del Sur,-53.7858275,-67.7018562,Ushuaia (Argentina),Ushuaia,Argentina,"Tierra del Fuego, Antártida e Islas del Atlántico Sur",América del Sur,-54.807306,-68.3084133
Río Gallegos (Argentina) - Río Grande (Argentina),Río Gallegos (Argentina),Río Gallegos,Argentina,Santa Cruz,América del Sur,-51.6268852,-69.105804,Río Grande (Argentina),Río Grande,Argentina,"Tierra del Fuego, Antártida e Islas del Atlántico Sur",América del Sur,-53.7858275,-67.7018562
Ezeiza (Argentina) - Cochabamba (Bolivia),Ezeiza (Argentina),Ezeiza,Argentina,Buenos Aires,América del Sur,-34.8168141,-58.5474234,Cochabamba (Bolivia),Cochabamba,Bolivia,,América del Sur,-17.4012458,-66.1675681
Ezeiza (Argentina) - Punta del Este (Uruguay),Ezeiza (Argentina),Ezeiza,Argentina,Buenos Aires,América del Sur,-34.8168141,-58.5474234,Punta del Este (Uruguay),Punta del Este,Uruguay,,América del Sur,-34.9632342,-54.9439981
Corrientes (Argentina) - Puerto Iguazú (Argentina),Corrientes (Argentina),Corrientes,Argentina,Corrientes,América del Sur,-28.9956512,-57.812458,Puerto Iguazú (Argentina),Puerto Iguazú,Argentina,Misiones,América del Sur,-25.6107508,-54.5764199
Ezeiza (Argentina) - Neuquén (Argentina),Ezeiza (Argentina),Ezeiza,Argentina,Buenos Aires,América del Sur,-34.8168141,-58.5474234,Neuquén (Argentina),Neuquén,Argentina,Neuquén,América del Sur,-38.3695057,-69.832275
Ezeiza (Argentina) - Santiago del Estero (Argentina),Ezeiza (Argentina),Ezeiza,Argentina,Buenos Aires,América del Sur,-34.8168141,-58.5474234,Santiago del Estero (Argentina),Santiago del Estero,Argentina,Santiago del Estero,América del Sur,-27.6431016,-63.5408542
Rosario (Argentina) - Florianópolis (Brasil),Rosario (Argentina),Rosario,Argentina,Santa Fe,América del Sur,-32.9593609,-60.6617024,Florianópolis (Brasil),Florianópolis,Brasil,,América del Sur,-27.5973002,-48.5496098
Córdoba (Argentina) - Salvador (Brasil),Córdoba (Argentina),Córdoba,Argentina,Córdoba,América del Sur,-31.4166867,-64.1834193,Salvador (Brasil),Salvador,Brasil,,América del Sur,-12.9822499,-38.4812772
Mendoza (Argentina) - Florianópolis (Brasil),Mendoza (Argentina),Mendoza,Argentina,Mendoza,América del Sur,-34.787093,-68.4381868,Florianópolis (Brasil),Florianópolis,Brasil,,América del Sur,-27.5973002,-48.5496098
Ciudad de Buenos Aires (Argentina) - Salvador (Brasil),Ciudad de Buenos Aires (Argentina),Ciudad de Buenos Aires,Argentina,Ciudad Autónoma de Buenos Aires,América del Sur,-34.6083696,-58.4440583,Salvador (Brasil),Salvador,Brasil,,América del Sur,-12.9822499,-38.4812772
Córdoba (Argentina) - Florianópolis (Brasil),Córdoba (Argentina),Córdoba,Argentina,Córdoba,América del Sur,-31.4166867,-64.1834193,Florianópolis (Brasil),Florianópolis,Brasil,,América del Sur,-27.5973002,-48.5496098
Salta (Argentina) - Iquique (Chile),Salta (Argentina),Salta,Argentina,Salta,América del Sur,-25.1076701,-64.3494964,Iquique (Chile),Iquique,Chile,,América del Sur,-20.2140657,-70.1524646
Ciudad de Buenos Aires (Argentina) - Cabo Frio (Brasil),Ciudad de Buenos Aires (Argentina),Ciudad de Buenos Aires,Argentina,Ciudad Autónoma de Buenos Aires,América del Sur,-34.6083696,-58.4440583,Cabo Frio (Brasil),Cabo Frio,Brasil,,América del Sur,-22.8804369,-42.0189227
Ezeiza (Argentina) - La Habana (Cuba),Ezeiza (Argentina),Ezeiza,Argentina,Buenos Aires,América del Sur,-34.8168141,-58.5474234,La Habana (Cuba),La Habana,Cuba,,América Central y Caribe,23.135305,-82.3589631
Ezeiza (Argentina) - Fortaleza (Brasil),Ezeiza (Argentina),Ezeiza,Argentina,Buenos Aires,América del Sur,-34.8168141,-58.5474234,Fortaleza (Brasil),Fortaleza,Brasil,,América del Sur,-3.7304512,-38.5217989
